1.574492451	-0.070906799	1
0.752805184	0.23359225	1
-1.736185217	-0.236950983	1
0.391701294	-0.623334516	1
0.212962255	-0.203117197	1
0.185884022	1.36882892	1
0.474970521	0.149001021	1
0.770054043	-0.65260059	1
0.225923939	-0.156415124	1
-0.079993054	1.573831381	1
0.636407014	0.140330274	1
-0.4365127	-0.720609978	1
2.097878853	0.207110098	1
-0.984644957	-0.712354952	1
0.582511186	1.894813665	1
2.104253833	0.870402451	1
-0.907644753	-1.017993958	1
0.88079465	0.961597132	1
0.341920519	0.000415984	1
-1.011742454	1.125007834	1
0.023651789	-1.475031294	1
1.10683822	0.457355904	1
-0.905757026	1.330840629	1
-0.681619938	1.226696532	1
0.491521105	-0.703248184	1
0.862713396	0.894080837	1
-0.680721859	2.377486249	1
-1.857854601	-0.067541426	1
-1.25782254	0.453854723	1
-0.614401768	0.637814181	1
0.065980511	0.202586375	1
1.348500532	-1.32105852	1
0.789813568	-1.278736028	1
-1.681578167	-0.948313683	1
-1.224094532	-0.758438868	1
-0.900268024	-1.286717286	1
0.031563851	0.034392895	1
0.304664795	-1.25102192	1
-1.284909477	0.942402231	1
-1.522213612	-0.579929394	1
-0.973320667	-0.918708117	1
1.440221192	2.245128978	1
-0.157345811	-1.454969758	1
-0.297252016	2.70869951	1
0.600889305	1.602099632	1
0.204758282	0.139672138	1
-1.31855176	0.638124544	1
0.356566993	1.588667935	1
1.722418151	2.412845694	1
0.656487753	-0.002373396	1
-0.939347329	-1.569946339	1
-0.764480286	0.619285509	1
-0.792862197	-0.423685333	1
-1.13588816	0.514956839	1
-0.159694916	0.039976272	1
0.589829544	-1.594908312	1
-0.353167124	1.153879438	1
-0.498128873	-0.106937309	1
0.040220513	-1.176032962	1
0.197178287	-1.573668327	1
2.284647807	0.371722093	1
1.46381382	1.501630791	1
1.27940014	0.521423555	1
0.20368206	-0.135889767	1
0.768850679	-0.905230285	1
-2.125123559	-0.292571829	1
-0.419525026	-1.556351619	1
-0.950687745	0.696311722	1
0.012840882	-0.078579218	1
-2.354430799	1.903275892	1
0.076258742	-0.361357824	1
0.3380157	0.184547903	1
-0.329495132	0.628006375	1
-1.46701693	1.436797212	1
-0.557896323	0.95139825	1
1.768101327	-0.745097763	1
-2.278742969	-0.946536935	1
-1.302105932	0.685381875	1
0.299470109	1.8562218	1
-1.059500876	0.791068912	1
-1.013573799	-0.45246857	1
-0.606310517	0.696220799	1
-0.209263881	-0.053984591	1
0.47162589	-1.5077244	1
-1.071595795	2.383914379	1
0.133440514	-0.842884188	1
0.94627041	0.055929603	1
-1.366475087	1.242660004	1
1.188570139	-0.980810453	1
1.053574221	-2.44377843	1
1.575847588	-1.190830568	1
0.846397774	-0.767645879	1
-0.91079606	0.636200446	1
1.479011753	1.143715355	1
-0.476946485	1.980159687	1
-0.150436492	-0.40739839	1
1.384965674	1.775802214	1
1.466767696	0.89935618	1
-0.479795512	0.960606649	1
-0.453672096	1.423087168	1
-0.407245655	-0.225589112	1
-0.297695391	-2.575560941	1
0.062977086	0.540836353	1
-0.684088833	-0.504062021	1
-0.564932567	-0.10630251	1
1.1001031	0.141617392	1
1.02531641	-1.178288471	1
